Hotel_Name_City,Review_Overall_Rating,date_of_review,Month_of_Visit,Review_Type,Rating_Value,Rating_Location,Rating_Sleep_Quality,Rating_Rooms,Rating_Cleanliness,Rating_Service
Hotel Shreenath Palace Jaisalmer,4,3/13/2013,Apr-12,with family,5,5,4,5,5,5
Hotel Shreenath Palace Jaisalmer,5,02-11-2013,Feb-13,with friends,5,5,4,5,4,5
Hotel Shreenath Palace Jaisalmer,5,02-03-2013,Jan-13,with friends,5,5,4,NA,4,5
Hotel Shreenath Palace Jaisalmer,5,1/26/2013,Jan-13,NA,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,01-03-2013,Dec-12,as a couple,5,5,5,5,4,5
Hotel Shreenath Palace Jaisalmer,5,12/15/2012,Dec-12,as a couple,4,4,4,4,4,5
Hotel Shreenath Palace Jaisalmer,5,09-05-2012,Aug-12,with friends,4,5,5,5,5,5
Hotel Shreenath Palace Jaisalmer,4,8/26/2012,Jan-12,with friends,4,5,2,4,3,4
Hotel Shreenath Palace Jaisalmer,4,07-08-2012,Jun-12,with family,4,5,3,4,4,5
Hotel Shreenath Palace Jaisalmer,4,6/16/2012,Mar-12,as a couple,4,5,2,3,3,4
Hotel Shreenath Palace Jaisalmer,5,5/15/2012,May-12,as a couple,5,5,4,5,5,5
Hotel Shreenath Palace Jaisalmer,5,05-11-2012,Mar-12,solo,5,5,4,5,4,5
Hotel Shreenath Palace Jaisalmer,5,05-10-2012,Nov-11,with friends,5,5,3,5,3,5
Hotel Shreenath Palace Jaisalmer,5,4/22/2012,Apr-12,with family,5,5,5,5,5,5
Hotel Shreenath Palace Jaisalmer,4,3/20/2012,Feb-12,as a couple,4,4,4,4,4,4
Hotel Shreenath Palace Jaisalmer,5,3/18/2012,Jan-12,as a couple,5,5,5,4,4,5
Hotel Shreenath Palace Jaisalmer,5,01-10-2012,Sep-11,with friends,5,5,5,5,4,5
Hotel Shreenath Palace Jaisalmer,4,12/31/2011,Oct-11,as a couple,3,4,2,3,2,4
Hotel Shreenath Palace Jaisalmer,3,11/13/2011,Oct-11,with family,2,4,3,3,2,4
Hotel Shreenath Palace Jaisalmer,4,11-12-2011,Mar-11,with family,5,5,5,4,4,5
Hotel Shreenath Palace Jaisalmer,5,10/31/2011,Oct-11,as a couple,5,5,5,5,5,5
Hotel Shreenath Palace Jaisalmer,4,08-10-2011,Jul-11,with friends,5,NA,4,NA,5,5
Hotel Shreenath Palace Jaisalmer,5,04-11-2011,Mar-11,solo,5,5,5,5,5,5
Hotel Shreenath Palace Jaisalmer,3,04-10-2011,Apr-11,with friends,3,4,3,3,3,3
Hotel Shreenath Palace Jaisalmer,4,02-08-2011,Jan-11,with friends,5,5,1,5,4,5
Hotel Shreenath Palace Jaisalmer,4,02-05-2011,Jan-11,as a couple,5,5,3,5,5,5
Hotel Shreenath Palace Jaisalmer,5,01-07-2011,Dec-10,as a couple,4,5,4,4,4,4
Hotel Shreenath Palace Jaisalmer,5,12/26/2010,Nov-10,with family,5,5,5,5,5,5
Hotel Shreenath Palace Jaisalmer,5,11/22/2010,Nov-10,as a couple,5,5,3,5,5,4
Hotel Shreenath Palace Jaisalmer,5,11-03-2010,Oct-10,as a couple,5,5,5,5,5,5
Hotel Shreenath Palace Jaisalmer,5,10/24/2010,Oct-10,with friends,5,5,5,5,5,5
Hotel Shreenath Palace Jaisalmer,5,8/31/2010,Aug-10,with friends,5,5,5,5,4,5
Hotel Shreenath Palace Jaisalmer,5,6/25/2010,Oct-09,as a couple,5,5,5,5,4,5
Hotel Shreenath Palace Jaisalmer,5,06-03-2010,Mar-10,solo,NA,NA,NA,NA,NA,NA
Hotel Shreenath Palace Jaisalmer,2,4/27/2010,Apr-10,as a couple,2,2,1,2,2,3
Hotel Shreenath Palace Jaisalmer,5,4/25/2010,Jan-07,with family,NA,NA,NA,NA,NA,NA
Hotel Shreenath Palace Jaisalmer,5,4/22/2010,Feb-08,with friends,5,5,3,5,5,5
Hotel Shreenath Palace Jaisalmer,5,4/13/2010,Nov-09,as a couple,5,5,5,5,4,5
Hotel Shreenath Palace Jaisalmer,5,2/22/2010,Feb-10,as a couple,5,5,4,5,5,5
Hotel Shreenath Palace Jaisalmer,5,2/19/2010,Jan-10,with friends,4,4,4,5,4,5
Hotel Shreenath Palace Jaisalmer,5,01-11-2010,Dec-09,with family,5,5,NA,5,2,4
Hotel Shreenath Palace Jaisalmer,5,01-09-2010,Dec-09,with friends,4,5,NA,5,4,4
Hotel Shreenath Palace Jaisalmer,5,11/29/2009,Nov-09,with friends,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,11-07-2009,Oct-09,NA,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,11-06-2009,Nov-09,with family,4,5,NA,4,5,5
Hotel Shreenath Palace Jaisalmer,5,10/16/2009,Sep-09,with family,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,09-08-2009,Dec-08,as a couple,5,5,NA,5,4,5
Hotel Shreenath Palace Jaisalmer,5,05-01-2009,Apr-09,with friends,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,4/24/2009,Mar-09,with friends,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,4/20/2009,Apr-09,as a couple,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,3/19/2009,Mar-09,as a couple,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,2/21/2009,Jan-09,with family,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,02-07-2009,Jan-09,solo,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,1/25/2009,Dec-08,with family,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,01-12-2009,Dec-08,as a couple,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,01-06-2009,Dec-08,with friends,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,4,10-11-2008,Oct-08,with family,4,3,NA,4,3,4
Hotel Shreenath Palace Jaisalmer,5,5/22/2008,Mar-08,as a couple,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,4/27/2008,Apr-08,as a couple,5,5,NA,4,4,5
Hotel Shreenath Palace Jaisalmer,3,04-11-2008,Dec-07,NA,NA,NA,NA,NA,NA,NA
Hotel Shreenath Palace Jaisalmer,4,04-06-2008,Mar-08,NA,NA,NA,NA,NA,NA,NA
Hotel Shreenath Palace Jaisalmer,4,3/30/2008,Mar-08,NA,NA,NA,NA,NA,NA,NA
Hotel Shreenath Palace Jaisalmer,5,3/26/2008,Mar-08,as a couple,4,5,NA,5,5,4
Hotel Shreenath Palace Jaisalmer,4,03-04-2008,Feb-08,as a couple,4,4,NA,4,4,5
Hotel Shreenath Palace Jaisalmer,5,2/17/2008,Jan-08,solo,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,02-09-2008,Jan-08,as a couple,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,1/22/2008,Oct-07,NA,NA,NA,NA,NA,NA,NA
Hotel Shreenath Palace Jaisalmer,5,1/14/2008,Dec-07,with friends,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,1/13/2008,Jan-08,as a couple,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,01-02-2008,Nov-07,as a couple,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,01-01-2008,Dec-07,as a couple,5,5,NA,5,4,5
Hotel Shreenath Palace Jaisalmer,5,12/24/2007,Nov-07,NA,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,12/21/2007,NA,NA,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,11/30/2007,Apr-07,as a couple,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,3/18/2007,Mar-07,as a couple,5,5,NA,5,5,5
Hotel Shreenath Palace Jaisalmer,5,3/15/2007,Sep-06,NA,NA,NA,NA,NA,NA,NA
Hotel Shreenath Palace Jaisalmer,4,12/31/2006,Dec-06,as a couple,4,5,NA,4,3,4
Hotel Shreenath Palace Jaisalmer,5,12/28/2006,Nov-05,NA,NA,NA,NA,NA,NA,NA
Hotel Sunrise Mussoorie,1,8/22/2014,Aug-14,as a couple,1,1,NA,NA,NA,1
Hotel Sunrise Mussoorie,2,5/18/2013,Jun-12,with family,3,3,4,3,3,2
Kairali Ayurvedic Health Resort Palakkad,5,09-09-2014,Jul-14,with friends,NA,5,NA,5,NA,5
Kairali Ayurvedic Health Resort Palakkad,4,09-03-2014,Aug-14,on business,5,NA,NA,5,NA,5
Kairali Ayurvedic Health Resort Palakkad,5,09-01-2014,Aug-14,on business,NA,4,NA,NA,5,5
Kairali Ayurvedic Health Resort Palakkad,4,09-01-2014,Aug-14,solo,NA,5,5,NA,NA,4
Kairali Ayurvedic Health Resort Palakkad,5,8/27/2014,Aug-14,NA,5,4,NA,5,5,5
Kairali Ayurvedic Health Resort Palakkad,4,7/24/2014,Feb-14,solo,NA,3,4,NA,NA,4
Kairali Ayurvedic Health Resort Palakkad,3,6/19/2014,Jun-14,solo,NA,4,3,3,4,5
Kairali Ayurvedic Health Resort Palakkad,4,06-11-2014,Jun-14,with friends,5,5,4,4,4,4
Kairali Ayurvedic Health Resort Palakkad,5,5/29/2014,May-14,with family,5,5,5,5,5,5
Kairali Ayurvedic Health Resort Palakkad,5,05-12-2014,Dec-13,solo,5,4,5,5,5,5
Kairali Ayurvedic Health Resort Palakkad,5,04-07-2014,Mar-14,NA,5,5,NA,5,5,5
Kairali Ayurvedic Health Resort Palakkad,5,01-11-2014,Dec-13,with family,5,5,5,5,5,5
Kairali Ayurvedic Health Resort Palakkad,4,12-05-2013,Nov-13,with family,NA,NA,NA,NA,NA,NA
Kairali Ayurvedic Health Resort Palakkad,5,11/18/2013,Nov-13,with family,4,4,5,5,5,5
Kairali Ayurvedic Health Resort Palakkad,5,10/25/2013,Oct-13,with family,4,4,5,5,5,5
Kairali Ayurvedic Health Resort Palakkad,5,10-08-2013,Oct-13,as a couple,5,5,5,5,5,5
Kairali Ayurvedic Health Resort Palakkad,5,10-08-2013,Oct-13,as a couple,5,4,4,4,4,5
Kairali Ayurvedic Health Resort Palakkad,5,9/19/2013,Sep-13,with family,5,5,5,5,5,5
Kairali Ayurvedic Health Resort Palakkad,5,9/18/2013,Sep-13,solo,5,5,4,4,5,5
Kairali Ayurvedic Health Resort Palakkad,5,8/27/2013,Aug-13,with family,5,5,5,5,5,5
Kairali Ayurvedic Health Resort Palakkad,4,8/18/2013,Aug-13,NA,4,5,NA,4,3,4
Kairali Ayurvedic Health Resort Palakkad,3,8/14/2013,Aug-13,as a couple,1,4,2,3,3,3
Kairali Ayurvedic Health Resort Palakkad,5,7/26/2013,Jul-13,with family,4,5,4,3,5,5
Kairali Ayurvedic Health Resort Palakkad,5,7/25/2013,Jul-13,with family,5,5,5,5,4,5
Kairali Ayurvedic Health Resort Palakkad,5,7/19/2013,Jul-13,solo,5,5,5,5,4,5
Kairali Ayurvedic Health Resort Palakkad,5,6/29/2013,Jan-13,solo,5,3,5,5,4,5
Kairali Ayurvedic Health Resort Palakkad,4,5/21/2013,May-13,with family,5,3,3,3,3,4
Kairali Ayurvedic Health Resort Palakkad,5,4/14/2013,May-12,with family,4,5,5,5,4,5
Kairali Ayurvedic Health Resort Palakkad,4,1/20/2013,Jan-13,as a couple,3,4,4,3,3,3
Kairali Ayurvedic Health Resort Palakkad,1,10/25/2012,Oct-12,with family,1,1,1,1,1,1
Kairali Ayurvedic Health Resort Palakkad,3,10/21/2012,Oct-12,as a couple,3,3,4,4,4,4
Kairali Ayurvedic Health Resort Palakkad,4,10/18/2012,Oct-12,with friends,4,4,5,3,4,4
Kairali Ayurvedic Health Resort Palakkad,3,10-08-2012,Sep-12,with friends,2,5,2,2,2,3
Kairali Ayurvedic Health Resort Palakkad,4,10-01-2012,Sep-12,as a couple,3,3,4,3,4,5
Kairali Ayurvedic Health Resort Palakkad,3,8/21/2012,Aug-12,with family,3,3,3,3,4,2
Kairali Ayurvedic Health Resort Palakkad,4,07-03-2012,May-12,as a couple,4,4,4,3,3,4
Kairali Ayurvedic Health Resort Palakkad,3,5/15/2012,May-12,as a couple,3,3,4,3,4,4
Kairali Ayurvedic Health Resort Palakkad,5,4/19/2012,Nov-11,with family,5,5,5,5,5,5
Kairali Ayurvedic Health Resort Palakkad,3,12/19/2011,Oct-11,as a couple,1,4,4,3,4,3
Kairali Ayurvedic Health Resort Palakkad,4,11/22/2011,Oct-11,with friends,4,4,4,3,3,4
Kairali Ayurvedic Health Resort Palakkad,4,10-04-2011,Sep-11,solo,4,3,4,4,4,4
Kairali Ayurvedic Health Resort Palakkad,5,9/24/2011,Sep-11,with family,4,4,4,3,3,5
Kairali Ayurvedic Health Resort Palakkad,4,8/26/2011,Aug-11,with friends,5,NA,5,NA,5,5
Kairali Ayurvedic Health Resort Palakkad,1,8/25/2011,Aug-11,with family,1,NA,1,NA,1,1
Kairali Ayurvedic Health Resort Palakkad,5,08-05-2011,May-11,solo,5,NA,5,NA,5,5
Kairali Ayurvedic Health Resort Palakkad,5,4/20/2011,Apr-11,as a couple,5,4,4,5,5,5
Kairali Ayurvedic Health Resort Palakkad,4,1/31/2011,Jan-11,solo,5,5,4,4,5,5
Kairali Ayurvedic Health Resort Palakkad,4,1/31/2011,Dec-10,as a couple,3,5,4,4,4,3
Kairali Ayurvedic Health Resort Palakkad,5,11/30/2010,Jun-10,as a couple,4,4,5,5,5,5
Kairali Ayurvedic Health Resort Palakkad,4,08-07-2010,Aug-10,solo,4,5,4,4,5,5
Kairali Ayurvedic Health Resort Palakkad,4,7/17/2010,Jun-10,solo,4,3,3,4,5,5
Kairali Ayurvedic Health Resort Palakkad,4,4/22/2010,Mar-10,solo,4,5,4,3,4,NA
Kairali Ayurvedic Health Resort Palakkad,4,3/18/2010,Mar-09,as a couple,3,4,3,4,3,3
Kairali Ayurvedic Health Resort Palakkad,4,8/17/2009,Jun-07,solo,4,3,NA,3,4,5
Kairali Ayurvedic Health Resort Palakkad,5,2/28/2009,NA,NA,NA,NA,NA,NA,NA,NA
Kairali Ayurvedic Health Resort Palakkad,3,02-09-2008,Oct-07,with family,3,4,NA,2,4,4
Kairali Ayurvedic Health Resort Palakkad,5,3/22/2007,Mar-07,as a couple,5,4,NA,5,5,5
Kairali Ayurvedic Health Resort Palakkad,5,2/13/2007,Jan-07,NA,NA,NA,NA,NA,NA,NA
Kairali Ayurvedic Health Resort Palakkad,5,2/13/2007,Jan-07,with friends,5,5,NA,5,4,5
Kairali Ayurvedic Health Resort Palakkad,4,1/26/2007,Jan-07,solo,4,5,NA,4,3,4
Kairali Ayurvedic Health Resort Palakkad,2,1/19/2007,Jan-07,NA,NA,NA,NA,NA,NA,NA
Kairali Ayurvedic Health Resort Palakkad,1,01-09-2007,Oct-06,solo,1,2,NA,2,3,1
Kairali Ayurvedic Health Resort Palakkad,1,01-09-2007,Jan-07,NA,NA,4,NA,2,1,2
Kairali Ayurvedic Health Resort Palakkad,3,01-04-2006,Dec-05,NA,3,NA,NA,2,2,4
Lotus Nikko Hotel Bodhgaya Bodh_Gaya,3,10/15/2014,Dec-13,with friends,NA,NA,NA,NA,NA,NA
Lotus Nikko Hotel Bodhgaya Bodh_Gaya,4,10-06-2014,Oct-14,with friends,3,NA,NA,3,NA,3
Lotus Nikko Hotel Bodhgaya Bodh_Gaya,3,10-06-2014,Oct-14,NA,NA,NA,NA,NA,NA,NA
Lotus Nikko Hotel Bodhgaya Bodh_Gaya,3,5/28/2014,Mar-14,with friends,3,5,3,3,3,3
Lotus Nikko Hotel Bodhgaya Bodh_Gaya,3,11/22/2013,Nov-13,with family,NA,NA,NA,NA,NA,NA
Lotus Nikko Hotel Bodhgaya Bodh_Gaya,2,10/25/2013,Oct-13,with family,1,4,2,3,3,5
Lotus Nikko Hotel Bodhgaya Bodh_Gaya,4,5/28/2013,Mar-13,on business,4,5,3,4,3,4
Lotus Nikko Hotel Bodhgaya Bodh_Gaya,2,05-10-2013,Apr-13,as a couple,2,4,3,2,2,4
Lotus Nikko Hotel Bodhgaya Bodh_Gaya,1,4/27/2013,Apr-13,on business,1,3,1,1,1,1
Lotus Nikko Hotel Bodhgaya Bodh_Gaya,3,3/15/2013,Feb-13,with friends,3,4,2,3,3,3
Mahua Bagh Resort Kashid,4,11-01-2014,Oct-14,with family,NA,NA,NA,NA,NA,NA
Mahua Bagh Resort Kashid,1,10-11-2014,Oct-14,with family,NA,2,NA,1,NA,1
Mahua Bagh Resort Kashid,1,10-03-2014,Oct-14,with family,1,NA,3,NA,NA,3
Mahua Bagh Resort Kashid,5,6/18/2014,Apr-14,as a couple,4,4,5,4,5,4
Mahua Bagh Resort Kashid,5,6/13/2014,May-14,with friends,5,4,4,4,5,5
Mahua Bagh Resort Kashid,4,06-09-2014,May-14,with family,4,5,4,4,4,5
Mahua Bagh Resort Kashid,4,06-08-2014,May-14,NA,4,4,NA,4,5,5
Mahua Bagh Resort Kashid,5,5/20/2014,Apr-14,as a couple,5,4,4,4,4,5
Mahua Bagh Resort Kashid,4,5/18/2014,May-14,with family,4,5,4,4,5,5
Mahua Bagh Resort Kashid,4,4/13/2014,Apr-14,as a couple,3,4,3,4,2,3
Mahua Bagh Resort Kashid,4,04-02-2014,Apr-14,with friends,3,3,5,5,4,5
Mahua Bagh Resort Kashid,4,3/27/2014,Mar-14,as a couple,4,4,4,4,4,5
Mahua Bagh Resort Kashid,5,3/25/2014,Mar-14,as a couple,5,5,4,5,5,5
Mahua Bagh Resort Kashid,4,3/18/2014,Mar-14,with family,4,5,4,4,4,4
Mahua Bagh Resort Kashid,5,03-12-2014,Mar-14,with family,5,4,5,4,4,5
Mahua Bagh Resort Kashid,5,03-06-2014,Mar-14,with family,4,5,4,5,4,5
Mahua Bagh Resort Kashid,4,2/18/2014,Feb-14,with friends,4,5,5,4,5,4
Mahua Bagh Resort Kashid,5,2/18/2014,Feb-14,with family,5,5,5,5,5,5
Mahua Bagh Resort Kashid,4,2/17/2014,Feb-14,with friends,3,5,4,4,4,5
Mahua Bagh Resort Kashid,3,1/29/2014,Jan-14,with family,4,4,3,3,4,4
Mahua Bagh Resort Kashid,4,1/26/2014,Dec-13,as a couple,4,5,4,4,4,3
Mahua Bagh Resort Kashid,4,1/20/2014,May-13,with family,4,4,4,4,4,4
Mahua Bagh Resort Kashid,4,01-02-2014,Jan-14,with family,3,3,4,3,3,4
Mahua Bagh Resort Kashid,5,11-12-2013,Nov-13,with family,5,4,5,3,3,5
Mahua Bagh Resort Kashid,5,11-09-2013,Sep-13,with friends,NA,NA,NA,NA,NA,NA
Mahua Bagh Resort Kashid,4,8/30/2013,Aug-13,as a couple,3,4,4,4,3,4
Mahua Bagh Resort Kashid,4,09-01-2012,May-12,with friends,4,5,3,4,3,4
Mahua Bagh Resort Kashid,1,8/22/2012,Aug-12,with family,1,3,1,1,1,3
Mahua Bagh Resort Kashid,4,6/23/2012,Jun-12,with family,5,3,3,3,4,5
Mahua Bagh Resort Kashid,5,05-08-2012,Mar-12,with friends,5,5,4,4,4,4
Mahua Bagh Resort Kashid,3,4/26/2012,Mar-12,with family,3,2,NA,4,4,3
Mahua Bagh Resort Kashid,4,3/28/2012,Mar-12,with family,3,5,3,4,4,4
Midtown Hotel Haridwar,4,10/29/2014,Oct-14,with family,NA,NA,NA,4,4,4
Midtown Hotel Haridwar,5,10/19/2014,Sep-14,with family,NA,NA,NA,5,5,5
Midtown Hotel Haridwar,5,09-05-2014,Aug-14,with family,5,5,NA,NA,NA,5
Midtown Hotel Haridwar,1,6/16/2014,Jun-14,with family,1,2,2,4,3,3
Midtown Hotel Haridwar,4,10/27/2013,Oct-13,with family,5,5,5,4,5,4
Midtown Hotel Haridwar,4,10/17/2013,Oct-13,as a couple,5,4,3,4,4,4
Midtown Hotel Haridwar,1,9/19/2013,Sep-13,with family,2,3,2,2,2,3
Midtown Hotel Haridwar,4,8/25/2013,Aug-13,on business,4,4,4,4,3,4
Midtown Hotel Haridwar,3,7/18/2013,May-13,with family,4,4,3,3,4,4
Midtown Hotel Haridwar,5,5/21/2013,Apr-13,as a couple,5,5,4,4,5,5
Midtown Hotel Haridwar,5,4/14/2013,Mar-13,with family,5,5,5,5,5,5
Midtown Hotel Haridwar,1,04-12-2013,Apr-13,on business,1,2,1,1,1,1
Midtown Hotel Haridwar,4,3/19/2013,Mar-13,with family,4,4,4,4,3,3
Midtown Hotel Haridwar,5,2/17/2013,Feb-13,NA,5,5,NA,5,5,5
Midtown Hotel Haridwar,4,02-08-2013,Jan-13,as a couple,4,4,3,3,4,4
Midtown Hotel Haridwar,4,10/27/2012,Sep-12,with family,4,4,5,4,4,4
Midtown Hotel Haridwar,4,10/24/2012,May-12,on business,4,4,4,4,4,4
Midtown Hotel Haridwar,4,10-12-2012,Oct-12,with family,4,5,3,4,4,4
Midtown Hotel Haridwar,5,10-05-2012,Nov-11,with family,5,5,5,5,4,4
Midtown Hotel Haridwar,5,09-08-2012,Aug-12,with family,5,5,4,5,4,5
Midtown Hotel Haridwar,5,8/31/2012,Jun-12,with family,5,5,5,4,5,5
Midtown Hotel Haridwar,4,07-07-2011,Jul-11,with family,NA,NA,4,NA,5,5
Midtown Hotel Haridwar,1,3/27/2011,Mar-11,with family,1,2,1,1,1,1
Panthnivas Rourkela Rourkela,3,02-10-2014,Mar-13,with friends,3,4,3,3,3,3
Panthnivas Rourkela Rourkela,1,12/29/2013,Dec-13,with family,3,2,2,2,1,3
Panthnivas Rourkela Rourkela,4,9/13/2011,Aug-11,on business,5,5,NA,4,NA,4
Panthnivas Rourkela Rourkela,2,06-03-2011,Oct-10,on business,3,NA,4,NA,2,4
Panthnivas Rourkela Rourkela,4,08-04-2010,May-10,with family,4,5,5,4,4,3
Panthnivas Rourkela Rourkela,3,6/20/2010,Jan-10,on business,3,5,3,3,4,3
Panthnivas Rourkela Rourkela,3,05-09-2010,Sep-09,on business,4,4,3,3,3,2
Radhika Regency Rourkela,5,10/31/2014,Oct-14,with friends,NA,5,NA,NA,4,5
Radhika Regency Rourkela,4,10/31/2014,Oct-14,on business,NA,NA,NA,3,5,5
Radhika Regency Rourkela,5,10/29/2014,Jun-14,with friends,NA,NA,NA,NA,5,5
Radhika Regency Rourkela,5,10/29/2014,Sep-14,with friends,5,NA,NA,4,NA,4
Radhika Regency Rourkela,5,10/29/2014,Aug-14,as a couple,NA,4,NA,5,NA,5
Radhika Regency Rourkela,5,10/28/2014,Oct-14,as a couple,NA,NA,NA,5,5,5
Radhika Regency Rourkela,4,10/24/2014,Oct-14,on business,NA,NA,4,4,NA,4
