Hotel_Name_City,Review_Overall_Rating,date_of_review,Month_of_Visit,Review_Type,Rating_Value,Rating_Location,Rating_Sleep_Quality,Rating_Rooms,Rating_Cleanliness,Rating_Service
Radhika Regency Rourkela,4,10-10-2014,Oct-14,on business,NA,NA,NA,4,5,4
Radhika Regency Rourkela,4,9/17/2014,Aug-14,on business,NA,NA,5,4,NA,5
Radhika Regency Rourkela,5,08-08-2014,Jul-14,on business,NA,5,NA,4,NA,5
Radhika Regency Rourkela,5,7/30/2014,May-14,with friends,5,NA,NA,4,NA,5
Radhika Regency Rourkela,5,7/30/2014,Jul-14,with family,5,NA,5,NA,NA,5
Radhika Regency Rourkela,5,7/28/2014,Jul-14,on business,NA,4,4,NA,NA,5
Radhika Regency Rourkela,5,7/23/2014,Jul-14,on business,NA,NA,NA,5,5,5
Radhika Regency Rourkela,3,7/21/2014,Feb-14,on business,5,NA,NA,3,NA,3
Radhika Regency Rourkela,5,7/17/2014,Jul-14,with friends,NA,NA,NA,NA,NA,NA
Radhika Regency Rourkela,5,7/16/2014,May-14,with friends,NA,NA,NA,NA,NA,NA
Radhika Regency Rourkela,5,7/13/2014,Jul-14,on business,5,NA,5,NA,NA,5
Radhika Regency Rourkela,5,7/13/2014,Jul-14,on business,NA,5,NA,NA,5,5
Radhika Regency Rourkela,4,6/22/2014,May-14,on business,4,5,4,5,5,4
Radhika Regency Rourkela,5,6/20/2014,Jun-14,on business,5,5,5,5,5,5
Radhika Regency Rourkela,5,6/19/2014,Jun-14,on business,NA,NA,NA,NA,NA,NA
Radhika Regency Rourkela,5,6/16/2014,Jun-14,on business,4,5,4,4,4,5
Radhika Regency Rourkela,5,5/29/2014,Nov-13,on business,5,4,5,5,5,5
Radhika Regency Rourkela,4,5/22/2014,Mar-14,on business,4,5,5,4,4,3
Radhika Regency Rourkela,5,4/30/2014,Jun-13,on business,4,5,4,5,5,5
Radhika Regency Rourkela,4,4/14/2014,Apr-14,on business,5,5,4,4,4,4
Radhika Regency Rourkela,5,04-09-2014,Apr-14,on business,5,5,5,5,5,5
Radhika Regency Rourkela,4,3/22/2014,Mar-14,on business,4,4,4,4,3,4
Radhika Regency Rourkela,3,2/14/2014,Jul-13,on business,3,4,4,3,3,3
Radhika Regency Rourkela,5,01-10-2014,Apr-13,with family,4,5,5,5,5,4
Radhika Regency Rourkela,4,12-10-2013,Sep-13,on business,4,5,5,3,5,4
Radhika Regency Rourkela,5,11-05-2013,Oct-13,on business,5,5,5,5,5,5
Radhika Regency Rourkela,3,9/25/2013,Sep-13,on business,3,4,2,3,3,4
Radhika Regency Rourkela,4,09-05-2013,Jul-13,with family,4,3,4,4,4,4
Radhika Regency Rourkela,5,09-05-2013,Aug-13,with family,4,5,4,4,5,5
Radhika Regency Rourkela,3,7/30/2013,Jul-13,on business,2,4,3,3,3,3
Radhika Regency Rourkela,4,07-11-2013,Jun-13,on business,5,5,4,4,4,4
Radhika Regency Rourkela,4,6/27/2013,Jun-13,on business,3,4,4,4,4,4
Radhika Regency Rourkela,4,6/20/2013,Jun-13,with friends,4,5,NA,4,5,5
Radhika Regency Rourkela,4,5/28/2013,Feb-13,on business,4,5,4,4,4,5
Radhika Regency Rourkela,5,04-11-2013,Apr-13,with family,5,5,5,4,5,5
Radhika Regency Rourkela,4,3/15/2013,Mar-13,on business,3,4,3,4,4,4
Radhika Regency Rourkela,4,2/21/2013,Apr-12,on business,4,5,4,3,3,4
Radhika Regency Rourkela,4,1/24/2013,Dec-12,on business,4,4,3,3,3,2
Radhika Regency Rourkela,4,1/23/2013,Dec-12,on business,4,5,4,4,4,4
Radhika Regency Rourkela,4,12/23/2012,Dec-12,with family,4,5,4,4,5,5
Radhika Regency Rourkela,4,11-12-2012,Aug-12,on business,4,5,5,4,4,5
Radhika Regency Rourkela,4,11-03-2012,Oct-12,on business,4,4,4,4,4,4
Radhika Regency Rourkela,3,9/20/2012,Mar-12,on business,4,5,4,4,4,4
Radhika Regency Rourkela,4,09-04-2012,Feb-12,on business,4,5,4,4,4,4
Radhika Regency Rourkela,4,8/20/2012,Aug-12,on business,4,4,4,4,4,4
Radhika Regency Rourkela,4,07-04-2012,May-12,on business,4,5,4,4,4,4
Radhika Regency Rourkela,2,6/13/2012,Jun-12,on business,1,4,3,4,4,4
Radhika Regency Rourkela,5,1/26/2012,Feb-11,solo,5,5,4,4,4,5
Radhika Regency Rourkela,5,1/24/2012,Dec-11,on business,5,5,5,5,5,5
Radhika Regency Rourkela,4,12/30/2011,Sep-11,on business,4,3,4,3,4,5
Radhika Regency Rourkela,4,11/18/2011,Nov-11,on business,4,5,5,4,4,5
Radhika Regency Rourkela,5,9/14/2011,Jun-11,with family,5,5,NA,5,NA,5
Radhika Regency Rourkela,3,09-10-2011,Jul-11,on business,3,NA,3,NA,3,4
Radhika Regency Rourkela,4,6/30/2011,Jun-11,on business,4,NA,4,NA,4,5
Radhika Regency Rourkela,5,5/29/2011,Oct-10,on business,5,3,5,5,5,5
Radhika Regency Rourkela,4,2/25/2011,Aug-10,on business,5,5,4,5,4,5
Radhika Regency Rourkela,5,12/25/2010,Dec-10,NA,5,5,NA,5,5,5
Radhika Regency Rourkela,4,10/22/2010,Aug-10,on business,3,4,3,4,4,4
Radhika Regency Rourkela,5,9/19/2010,Aug-10,on business,4,5,5,5,5,5
Ravine Hotel Satara,4,11-03-2014,Nov-14,NA,4,5,NA,4,3,3
Ravine Hotel Satara,5,10/31/2014,Oct-14,with family,5,NA,NA,5,NA,5
Ravine Hotel Satara,4,10/29/2014,Oct-14,with family,NA,NA,NA,5,4,5
Ravine Hotel Satara,4,10/28/2014,Jan-14,as a couple,4,NA,NA,5,NA,2
Ravine Hotel Satara,5,10/28/2014,Oct-14,NA,5,5,NA,5,5,5
Ravine Hotel Satara,5,10/25/2014,Oct-14,as a couple,NA,5,NA,5,NA,4
Ravine Hotel Satara,5,10/24/2014,Oct-14,with family,5,5,NA,NA,NA,5
Ravine Hotel Satara,5,10/18/2014,Sep-14,with family,NA,5,NA,NA,5,4
Ravine Hotel Satara,4,10/16/2014,Oct-14,NA,3,5,NA,5,5,2
Ravine Hotel Satara,4,10/14/2014,Oct-14,on business,3,NA,NA,4,NA,5
Ravine Hotel Satara,4,10-04-2014,Oct-14,with friends,NA,5,NA,5,NA,4
Ravine Hotel Satara,4,9/24/2014,Sep-14,with family,NA,5,4,NA,NA,4
Ravine Hotel Satara,5,9/22/2014,Sep-14,with friends,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,3,9/17/2014,Sep-14,as a couple,4,NA,NA,3,NA,4
Ravine Hotel Satara,4,09-12-2014,Sep-14,with family,NA,5,NA,NA,4,4
Ravine Hotel Satara,4,09-09-2014,Sep-14,with family,NA,5,5,NA,NA,2
Ravine Hotel Satara,4,09-08-2014,Aug-14,with family,4,NA,NA,5,NA,4
Ravine Hotel Satara,5,09-06-2014,Aug-14,as a couple,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,4,09-04-2014,Aug-14,with family,NA,NA,5,5,NA,4
Ravine Hotel Satara,4,09-01-2014,Aug-14,with family,NA,4,5,NA,NA,4
Ravine Hotel Satara,5,8/25/2014,Aug-14,with family,NA,NA,5,NA,5,5
Ravine Hotel Satara,5,8/22/2014,Jun-14,NA,4,5,NA,5,4,5
Ravine Hotel Satara,4,8/20/2014,Aug-14,as a couple,4,NA,NA,4,NA,4
Ravine Hotel Satara,4,08-12-2014,Aug-14,with family,3,NA,NA,NA,3,3
Ravine Hotel Satara,3,08-05-2014,Jul-14,with family,NA,5,NA,NA,3,3
Ravine Hotel Satara,4,08-05-2014,Jun-14,with friends,NA,NA,4,NA,4,4
Ravine Hotel Satara,5,08-05-2014,Sep-13,as a couple,NA,5,NA,5,NA,5
Ravine Hotel Satara,3,08-05-2014,Aug-14,with family,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,4,08-04-2014,Sep-13,as a couple,NA,5,NA,NA,5,3
Ravine Hotel Satara,3,7/25/2014,Jul-14,NA,2,5,NA,4,4,3
Ravine Hotel Satara,4,7/25/2014,Aug-13,with friends,NA,NA,NA,4,4,4
Ravine Hotel Satara,4,7/21/2014,Jul-14,as a couple,NA,5,NA,NA,5,3
Ravine Hotel Satara,2,7/21/2014,Jul-14,as a couple,NA,NA,NA,4,4,1
Ravine Hotel Satara,4,7/19/2014,Jul-14,solo,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,4,7/19/2014,Jul-14,as a couple,NA,NA,4,NA,4,4
Ravine Hotel Satara,4,7/15/2014,Jul-14,with family,4,NA,4,NA,NA,4
Ravine Hotel Satara,4,07-07-2014,Jul-14,as a couple,5,5,5,4,4,4
Ravine Hotel Satara,3,07-04-2014,Jul-14,as a couple,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,3,07-03-2014,Jul-14,with family,NA,NA,NA,NA,NA,2
Ravine Hotel Satara,2,6/27/2014,Jun-14,as a couple,2,4,3,3,3,1
Ravine Hotel Satara,5,6/24/2014,Apr-14,with family,5,5,5,5,5,NA
Ravine Hotel Satara,4,6/22/2014,Oct-13,with family,4,5,4,5,4,3
Ravine Hotel Satara,5,6/21/2014,Apr-14,as a couple,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,4,6/16/2014,Jun-14,as a couple,4,5,5,5,5,4
Ravine Hotel Satara,1,6/15/2014,Jun-14,with family,1,NA,NA,NA,NA,1
Ravine Hotel Satara,4,06-06-2014,May-14,with family,NA,NA,3,NA,5,2
Ravine Hotel Satara,4,06-02-2014,May-14,with family,4,5,4,4,4,4
Ravine Hotel Satara,4,5/25/2014,Jun-13,as a couple,4,5,3,3,3,3
Ravine Hotel Satara,5,5/25/2014,Oct-13,with family,5,5,5,5,5,4
Ravine Hotel Satara,4,5/20/2014,May-14,on business,4,5,4,3,3,3
Ravine Hotel Satara,3,05-12-2014,May-14,with family,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,3,05-12-2014,May-14,with family,3,4,3,4,3,4
Ravine Hotel Satara,3,05-10-2014,May-14,with family,1,5,3,3,3,3
Ravine Hotel Satara,4,05-03-2014,Mar-14,NA,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,1,05-01-2014,Apr-14,with family,1,2,1,3,3,1
Ravine Hotel Satara,4,4/28/2014,Feb-14,as a couple,3,4,4,3,2,3
Ravine Hotel Satara,2,4/26/2014,Apr-14,NA,2,4,NA,2,3,1
Ravine Hotel Satara,5,4/25/2014,Apr-14,as a couple,4,5,5,5,5,4
Ravine Hotel Satara,1,4/24/2014,Apr-14,with friends,3,4,1,1,4,1
Ravine Hotel Satara,4,4/20/2014,Apr-14,with family,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,4,04-12-2014,Mar-14,with family,3,5,4,3,4,3
Ravine Hotel Satara,4,04-07-2014,Apr-14,with family,4,5,4,4,4,4
Ravine Hotel Satara,5,04-04-2014,Mar-14,solo,5,5,4,4,4,4
Ravine Hotel Satara,5,04-02-2014,Jun-13,with family,4,5,5,4,5,4
Ravine Hotel Satara,5,04-02-2014,Dec-13,as a couple,4,3,3,3,4,4
Ravine Hotel Satara,4,04-02-2014,Mar-14,with family,3,5,4,4,3,2
Ravine Hotel Satara,5,3/27/2014,May-13,with family,5,4,5,5,5,3
Ravine Hotel Satara,3,3/26/2014,Mar-14,NA,3,5,NA,4,4,3
Ravine Hotel Satara,2,3/25/2014,Mar-14,with family,2,5,1,3,1,1
Ravine Hotel Satara,1,3/18/2014,Jan-14,with family,NA,NA,NA,NA,NA,1
Ravine Hotel Satara,4,3/13/2014,Feb-14,with friends,4,5,3,4,4,3
Ravine Hotel Satara,3,03-10-2014,Mar-14,as a couple,3,5,4,4,4,3
Ravine Hotel Satara,5,03-06-2014,Feb-14,as a couple,5,5,3,4,4,4
Ravine Hotel Satara,5,03-04-2014,Feb-14,on business,5,5,5,5,5,5
Ravine Hotel Satara,4,2/26/2014,Dec-13,with family,4,5,5,4,4,4
Ravine Hotel Satara,5,2/25/2014,Feb-14,as a couple,5,5,4,5,5,4
Ravine Hotel Satara,5,2/17/2014,Nov-13,as a couple,5,5,5,5,5,5
Ravine Hotel Satara,4,2/13/2014,Jan-14,with family,5,5,4,3,3,4
Ravine Hotel Satara,4,2/13/2014,Feb-14,NA,5,5,NA,5,5,4
Ravine Hotel Satara,2,02-11-2014,Feb-14,as a couple,3,4,1,2,3,4
Ravine Hotel Satara,4,02-09-2014,Jan-14,as a couple,3,5,5,4,4,2
Ravine Hotel Satara,5,02-06-2014,NA,NA,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,4,02-04-2014,Nov-13,as a couple,3,5,3,4,4,4
Ravine Hotel Satara,4,02-04-2014,Jan-14,as a couple,3,4,4,4,4,4
Ravine Hotel Satara,3,02-03-2014,Jan-14,with friends,4,3,3,4,4,3
Ravine Hotel Satara,4,02-03-2014,Jan-14,with family,4,5,5,4,4,4
Ravine Hotel Satara,4,02-01-2014,Dec-13,with family,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,5,1/28/2014,Jun-13,with family,4,5,5,4,4,4
Ravine Hotel Satara,5,1/23/2014,Jan-14,as a couple,5,5,5,5,5,5
Ravine Hotel Satara,3,1/21/2014,Jan-14,NA,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,5,1/20/2014,Dec-13,with friends,5,5,4,5,4,5
Ravine Hotel Satara,4,1/19/2014,Nov-13,as a couple,4,5,4,5,4,4
Ravine Hotel Satara,5,1/14/2014,Nov-13,as a couple,5,5,3,5,3,5
Ravine Hotel Satara,4,01-04-2014,Dec-13,as a couple,4,5,3,4,4,4
Ravine Hotel Satara,4,01-02-2014,Dec-13,with family,4,5,2,4,4,4
Ravine Hotel Satara,5,12/31/2013,Aug-13,as a couple,4,5,4,5,5,4
Ravine Hotel Satara,3,12/26/2013,Dec-13,with family,3,5,2,4,4,2
Ravine Hotel Satara,5,12/21/2013,Jul-13,as a couple,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,5,12/20/2013,Aug-13,as a couple,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,4,12/19/2013,Oct-13,with family,5,5,5,4,4,3
Ravine Hotel Satara,4,12-11-2013,Nov-13,as a couple,4,5,4,4,4,4
Ravine Hotel Satara,5,12-09-2013,Apr-13,as a couple,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,5,12-01-2013,Nov-13,as a couple,4,4,5,5,4,5
Ravine Hotel Satara,4,11/23/2013,Oct-13,with family,4,4,3,4,4,4
Ravine Hotel Satara,3,11/20/2013,Nov-13,with friends,4,5,5,5,4,3
Ravine Hotel Satara,5,11/18/2013,Jul-13,with friends,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,5,11/18/2013,Nov-13,with family,5,5,5,5,5,4
Ravine Hotel Satara,3,11/17/2013,Nov-13,with family,3,5,5,4,4,3
Ravine Hotel Satara,5,11/15/2013,Dec-12,with family,5,5,5,5,5,5
Ravine Hotel Satara,4,11/15/2013,Nov-13,with family,3,3,5,5,4,3
Ravine Hotel Satara,4,11/14/2013,Nov-13,with family,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,3,11/13/2013,Nov-13,with family,4,5,3,4,4,2
Ravine Hotel Satara,4,11-04-2013,Jul-13,with family,5,5,4,4,4,3
Ravine Hotel Satara,4,10/28/2013,Apr-13,with family,5,4,4,4,5,4
Ravine Hotel Satara,4,10/25/2013,Oct-13,as a couple,4,4,2,4,3,4
Ravine Hotel Satara,5,10/20/2013,May-13,with family,5,5,5,5,5,5
Ravine Hotel Satara,4,10/17/2013,Oct-13,with family,4,5,3,5,3,4
Ravine Hotel Satara,5,10/14/2013,Oct-13,with family,4,5,5,5,5,4
Ravine Hotel Satara,4,10/14/2013,Oct-13,with family,3,4,4,4,4,4
Ravine Hotel Satara,5,10-12-2013,Mar-13,solo,5,5,5,4,5,4
Ravine Hotel Satara,4,10-06-2013,Sep-13,with family,4,4,4,4,3,4
Ravine Hotel Satara,5,9/29/2013,Sep-13,with friends,4,4,5,4,4,5
Ravine Hotel Satara,4,9/28/2013,Sep-13,with family,5,4,5,4,3,4
Ravine Hotel Satara,2,9/20/2013,Sep-13,NA,1,5,NA,1,1,1
Ravine Hotel Satara,4,9/19/2013,Nov-12,with friends,4,5,4,3,4,4
Ravine Hotel Satara,3,9/17/2013,Aug-13,with family,2,5,3,3,2,4
Ravine Hotel Satara,4,9/16/2013,Sep-13,as a couple,4,5,5,3,3,4
Ravine Hotel Satara,4,09-12-2013,Sep-13,with family,3,5,5,5,3,5
Ravine Hotel Satara,4,09-10-2013,Sep-13,NA,4,5,NA,4,3,5
Ravine Hotel Satara,4,09-10-2013,Sep-13,as a couple,4,5,5,4,4,4
Ravine Hotel Satara,4,09-04-2013,Aug-13,NA,3,5,NA,5,4,3
Ravine Hotel Satara,5,8/25/2013,Aug-13,as a couple,5,5,5,5,3,5
Ravine Hotel Satara,3,8/17/2013,Aug-13,as a couple,2,5,4,5,4,2
Ravine Hotel Satara,4,08-11-2013,Aug-13,NA,4,5,NA,4,4,4
Ravine Hotel Satara,5,08-11-2013,Sep-12,with family,4,5,3,5,4,3
Ravine Hotel Satara,4,08-06-2013,Aug-13,as a couple,5,5,3,4,4,4
Ravine Hotel Satara,4,08-01-2013,Jul-13,NA,4,3,NA,4,5,4
Ravine Hotel Satara,4,7/31/2013,Jul-13,as a couple,4,5,5,5,5,5
Ravine Hotel Satara,2,7/28/2013,Jul-13,as a couple,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,4,7/24/2013,Jul-13,as a couple,5,5,5,5,4,4
Ravine Hotel Satara,5,7/23/2013,Jun-13,with family,5,5,4,5,4,4
Ravine Hotel Satara,5,7/14/2013,Jun-13,with friends,5,5,5,5,5,5
Ravine Hotel Satara,4,07-09-2013,Jul-13,with family,5,4,4,4,3,4
Ravine Hotel Satara,4,6/29/2013,May-13,with family,4,5,4,4,4,4
Ravine Hotel Satara,4,6/26/2013,Jun-13,with family,4,5,5,3,4,4
Ravine Hotel Satara,4,6/25/2013,Jun-13,with family,4,5,5,4,4,4
Ravine Hotel Satara,4,6/24/2013,Jun-13,as a couple,4,5,4,4,3,3
Ravine Hotel Satara,4,6/24/2013,May-13,as a couple,4,5,4,5,4,4
Ravine Hotel Satara,5,6/24/2013,Jun-13,with family,5,5,3,5,5,5
Ravine Hotel Satara,5,6/21/2013,Aug-12,as a couple,5,5,5,5,5,4
Ravine Hotel Satara,1,06-05-2013,Jun-13,with family,1,4,1,3,1,1
Ravine Hotel Satara,4,06-05-2013,Oct-12,with family,4,5,5,5,5,4
Ravine Hotel Satara,4,06-04-2013,Sep-12,as a couple,4,5,4,4,4,3
Ravine Hotel Satara,4,5/31/2013,May-13,as a couple,4,5,4,4,4,4
Ravine Hotel Satara,3,5/31/2013,May-13,with family,3,5,3,NA,3,4
Ravine Hotel Satara,4,5/20/2013,Apr-13,with family,4,5,5,5,5,4
Ravine Hotel Satara,5,5/19/2013,May-13,with family,4,5,5,5,5,5
Ravine Hotel Satara,4,5/17/2013,May-13,with family,3,5,5,5,4,3
Ravine Hotel Satara,4,5/14/2013,May-13,NA,3,4,NA,4,2,2
Ravine Hotel Satara,1,05-09-2013,May-13,with family,1,1,1,1,1,1
Ravine Hotel Satara,4,4/27/2013,Jun-12,as a couple,5,4,5,4,3,4
Ravine Hotel Satara,4,4/23/2013,Mar-13,with family,5,5,5,4,4,4
Ravine Hotel Satara,4,04-09-2013,Apr-13,with family,4,5,3,4,4,4
Ravine Hotel Satara,4,04-08-2013,Jul-12,as a couple,5,5,5,5,5,4
Ravine Hotel Satara,4,04-05-2013,Mar-13,with family,4,5,4,3,3,4
Ravine Hotel Satara,3,04-02-2013,Mar-13,with family,3,5,3,4,3,3
Ravine Hotel Satara,4,04-01-2013,Mar-13,with family,4,4,4,4,4,4
Ravine Hotel Satara,3,3/27/2013,Feb-13,as a couple,3,4,3,3,3,2
Ravine Hotel Satara,5,3/26/2013,Mar-13,as a couple,3,5,4,4,5,5
Ravine Hotel Satara,3,3/24/2013,Mar-13,NA,4,4,NA,3,3,3
Ravine Hotel Satara,5,3/21/2013,Mar-13,with family,5,5,5,5,5,5
Ravine Hotel Satara,5,3/20/2013,Mar-13,with family,4,5,5,5,5,5
Ravine Hotel Satara,4,3/19/2013,Mar-13,as a couple,4,5,5,3,3,3
Ravine Hotel Satara,4,3/18/2013,Mar-13,with family,4,5,5,5,5,4
Ravine Hotel Satara,5,3/16/2013,Sep-12,with family,5,5,5,5,5,5
Ravine Hotel Satara,4,03-08-2013,Feb-13,with family,4,5,4,4,4,4
Ravine Hotel Satara,4,03-06-2013,Mar-13,as a couple,3,5,2,5,5,5
Ravine Hotel Satara,4,03-03-2013,Feb-13,with friends,3,4,4,4,5,4
Ravine Hotel Satara,1,03-01-2013,Mar-13,with family,NA,NA,NA,NA,NA,1
Ravine Hotel Satara,4,2/19/2013,Feb-13,as a couple,4,5,2,4,3,4
Ravine Hotel Satara,3,2/19/2013,Feb-13,as a couple,3,4,4,4,4,3
Ravine Hotel Satara,5,2/18/2013,Feb-13,with family,5,5,5,5,5,5
Ravine Hotel Satara,4,02-10-2013,Feb-13,with family,4,5,4,4,5,5
Ravine Hotel Satara,3,02-04-2013,Feb-13,as a couple,3,4,3,3,3,3
Ravine Hotel Satara,4,1/31/2013,Jul-12,as a couple,3,5,4,4,4,3
Ravine Hotel Satara,4,1/30/2013,Jan-13,as a couple,4,5,2,3,4,4
Ravine Hotel Satara,4,1/26/2013,Jan-13,with family,4,4,4,4,3,4
Ravine Hotel Satara,5,1/18/2013,Jan-13,as a couple,5,5,4,5,5,5
Ravine Hotel Satara,5,1/15/2013,Jan-13,as a couple,5,5,5,5,5,4
Ravine Hotel Satara,3,01-11-2013,Jan-13,NA,3,5,NA,2,2,3
Ravine Hotel Satara,5,01-10-2013,Jan-13,NA,5,5,NA,5,5,5
Ravine Hotel Satara,5,01-06-2013,May-12,with family,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,1,12/27/2012,Dec-12,as a couple,1,1,1,1,1,1
Ravine Hotel Satara,4,12/26/2012,Dec-12,with family,3,4,4,4,4,3
Ravine Hotel Satara,4,12/18/2012,Dec-12,as a couple,4,4,4,4,4,4
Ravine Hotel Satara,4,12-12-2012,Dec-12,as a couple,3,5,4,4,4,4
Ravine Hotel Satara,4,12-12-2012,Dec-12,as a couple,4,5,4,3,4,3
Ravine Hotel Satara,5,12-07-2012,Aug-12,with family,5,5,4,4,4,4
Ravine Hotel Satara,4,12-06-2012,Dec-12,as a couple,4,5,4,5,4,4
Ravine Hotel Satara,4,12-04-2012,Dec-12,as a couple,4,4,NA,NA,4,5
Ravine Hotel Satara,3,12-03-2012,Oct-12,with family,3,5,4,3,4,4
Ravine Hotel Satara,3,11/29/2012,Nov-12,with family,4,4,4,3,3,3
