Hotel_Name_City,Review_Overall_Rating,date_of_review,Month_of_Visit,Review_Type,Rating_Value,Rating_Location,Rating_Sleep_Quality,Rating_Rooms,Rating_Cleanliness,Rating_Service
Ravine Hotel Satara,3,11/27/2012,Nov-12,with family,3,4,3,3,3,3
Ravine Hotel Satara,4,11/26/2012,Nov-12,as a couple,4,5,4,5,4,3
Ravine Hotel Satara,5,11/16/2012,Nov-12,as a couple,4,5,5,5,5,5
Ravine Hotel Satara,3,11/15/2012,Nov-12,with family,2,5,3,3,2,2
Ravine Hotel Satara,4,11/14/2012,Oct-12,as a couple,4,5,3,4,4,3
Ravine Hotel Satara,4,11/14/2012,Oct-12,with family,4,5,4,4,2,NA
Ravine Hotel Satara,4,11-08-2012,Oct-12,with family,4,3,3,3,3,4
Ravine Hotel Satara,5,10/31/2012,Jul-12,with friends,5,5,5,4,5,4
Ravine Hotel Satara,4,10/25/2012,Oct-12,with family,4,5,4,3,3,4
Ravine Hotel Satara,5,10-10-2012,Sep-12,with friends,5,5,5,5,5,5
Ravine Hotel Satara,5,9/26/2012,Sep-12,with family,4,5,3,5,4,4
Ravine Hotel Satara,5,9/24/2012,Sep-12,with family,5,5,4,4,5,4
Ravine Hotel Satara,5,9/21/2012,Sep-12,with family,5,5,5,5,5,4
Ravine Hotel Satara,5,9/21/2012,Sep-12,with family,4,5,5,4,5,5
Ravine Hotel Satara,5,9/14/2012,Sep-12,as a couple,5,5,5,5,5,5
Ravine Hotel Satara,4,09-08-2012,Aug-12,with family,4,5,5,4,4,4
Ravine Hotel Satara,5,09-05-2012,Sep-12,with family,4,5,4,3,3,4
Ravine Hotel Satara,4,8/30/2012,Aug-12,NA,4,5,NA,4,4,4
Ravine Hotel Satara,3,8/24/2012,Jul-12,with family,3,5,2,3,3,1
Ravine Hotel Satara,3,8/21/2012,Aug-12,as a couple,2,5,4,4,3,2
Ravine Hotel Satara,5,8/20/2012,Aug-12,with family,5,5,4,4,3,4
Ravine Hotel Satara,5,08-06-2012,Aug-12,as a couple,4,5,5,4,5,5
Ravine Hotel Satara,4,7/26/2012,Jul-12,with family,5,5,4,4,4,3
Ravine Hotel Satara,4,7/25/2012,Sep-11,with friends,3,5,5,5,3,2
Ravine Hotel Satara,5,7/23/2012,Dec-11,with family,5,5,5,5,5,5
Ravine Hotel Satara,1,7/20/2012,Aug-11,with family,1,5,1,1,1,1
Ravine Hotel Satara,2,7/13/2012,Apr-12,with family,1,4,2,3,2,1
Ravine Hotel Satara,4,07-11-2012,Jul-12,as a couple,4,5,4,4,3,4
Ravine Hotel Satara,5,07-06-2012,Mar-12,with family,5,5,5,5,5,5
Ravine Hotel Satara,4,6/27/2012,Aug-11,with friends,4,5,4,5,5,5
Ravine Hotel Satara,5,6/27/2012,May-12,with family,5,4,5,5,5,4
Ravine Hotel Satara,4,6/15/2012,Jun-12,NA,3,4,NA,4,4,3
Ravine Hotel Satara,3,06-11-2012,Jun-12,with family,4,5,3,4,4,3
Ravine Hotel Satara,3,06-11-2012,Aug-11,as a couple,3,5,4,4,4,3
Ravine Hotel Satara,5,06-11-2012,May-12,with family,5,5,5,5,4,5
Ravine Hotel Satara,4,06-05-2012,Jun-12,with family,5,5,3,4,4,4
Ravine Hotel Satara,3,5/25/2012,Feb-12,as a couple,2,5,5,5,2,1
Ravine Hotel Satara,3,5/25/2012,May-12,with family,2,4,1,2,1,3
Ravine Hotel Satara,5,5/24/2012,May-12,with family,4,5,5,5,5,4
Ravine Hotel Satara,3,5/24/2012,Mar-12,with family,3,5,3,3,2,1
Ravine Hotel Satara,4,5/19/2012,May-12,with family,3,5,3,4,4,2
Ravine Hotel Satara,3,5/18/2012,May-12,with family,3,3,3,3,3,2
Ravine Hotel Satara,4,5/15/2012,May-12,with family,4,5,4,4,4,5
Ravine Hotel Satara,4,5/15/2012,Apr-12,with family,4,5,4,3,4,3
Ravine Hotel Satara,5,05-02-2012,Apr-12,with family,4,4,4,4,4,4
Ravine Hotel Satara,4,4/30/2012,Apr-12,with family,4,5,4,4,4,4
Ravine Hotel Satara,4,4/19/2012,May-11,with friends,4,5,5,4,4,4
Ravine Hotel Satara,5,4/17/2012,Apr-12,with family,5,5,5,5,5,5
Ravine Hotel Satara,4,4/16/2012,Apr-12,as a couple,4,5,3,5,5,5
Ravine Hotel Satara,5,04-04-2012,Mar-12,with friends,5,5,5,5,5,5
Ravine Hotel Satara,5,04-03-2012,Mar-12,with friends,5,5,5,5,5,5
Ravine Hotel Satara,1,3/27/2012,Mar-12,with family,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,5,3/14/2012,Mar-12,as a couple,4,5,4,4,4,5
Ravine Hotel Satara,5,2/29/2012,Feb-12,NA,5,5,NA,5,5,5
Ravine Hotel Satara,5,02-12-2012,Feb-12,as a couple,3,5,5,4,5,3
Ravine Hotel Satara,3,02-08-2012,Feb-12,as a couple,3,4,4,4,3,4
Ravine Hotel Satara,3,1/20/2012,Feb-11,with family,4,4,4,4,4,2
Ravine Hotel Satara,3,01-11-2012,Feb-11,as a couple,3,5,3,3,3,3
Ravine Hotel Satara,3,01-06-2012,Dec-11,as a couple,5,5,4,4,3,2
Ravine Hotel Satara,4,01-02-2012,Jun-11,as a couple,4,4,4,4,4,4
Ravine Hotel Satara,1,12/31/2011,Dec-11,with family,1,5,1,1,1,1
Ravine Hotel Satara,2,12/31/2011,Dec-11,with family,2,5,4,3,3,1
Ravine Hotel Satara,4,12/19/2011,Jan-11,with family,3,5,4,4,4,3
Ravine Hotel Satara,5,12/16/2011,Aug-11,as a couple,4,5,5,5,5,4
Ravine Hotel Satara,5,12/14/2011,Jan-11,with friends,5,5,4,5,5,5
Ravine Hotel Satara,4,12-06-2011,Nov-11,with family,4,5,4,5,4,3
Ravine Hotel Satara,4,11/27/2011,Feb-11,as a couple,3,4,4,3,4,3
Ravine Hotel Satara,4,11/22/2011,Feb-11,with family,4,5,4,4,3,3
Ravine Hotel Satara,4,11/21/2011,Nov-11,with family,4,5,5,5,4,3
Ravine Hotel Satara,3,11/13/2011,Nov-11,with family,3,4,4,3,3,3
Ravine Hotel Satara,3,11-04-2011,Jun-11,with family,2,5,2,2,2,2
Ravine Hotel Satara,5,11-02-2011,Oct-11,with family,5,5,3,4,4,4
Ravine Hotel Satara,5,10/18/2011,Oct-11,as a couple,5,5,5,4,5,4
Ravine Hotel Satara,4,9/14/2011,Sep-11,with family,4,5,NA,4,NA,3
Ravine Hotel Satara,4,9/13/2011,Jun-11,with friends,4,4,NA,4,NA,4
Ravine Hotel Satara,3,09-09-2011,Jun-11,with family,3,NA,2,NA,2,2
Ravine Hotel Satara,4,8/20/2011,Aug-11,with family,3,NA,4,NA,2,4
Ravine Hotel Satara,4,7/27/2011,Jul-11,solo,3,NA,4,NA,4,4
Ravine Hotel Satara,5,7/26/2011,Jul-11,as a couple,5,NA,5,NA,5,4
Ravine Hotel Satara,4,7/24/2011,Jun-11,with family,4,NA,4,NA,4,3
Ravine Hotel Satara,1,07-08-2011,Jul-11,with family,2,NA,1,NA,2,1
Ravine Hotel Satara,3,07-06-2011,May-11,as a couple,3,NA,2,NA,3,3
Ravine Hotel Satara,4,07-04-2011,Jun-11,as a couple,3,NA,5,NA,4,4
Ravine Hotel Satara,4,07-01-2011,Mar-11,with family,3,NA,4,NA,4,4
Ravine Hotel Satara,3,6/27/2011,Jun-11,as a couple,3,NA,5,NA,4,3
Ravine Hotel Satara,4,6/16/2011,Jun-11,as a couple,3,NA,4,NA,4,4
Ravine Hotel Satara,2,06-03-2011,Mar-11,as a couple,3,NA,3,NA,2,2
Ravine Hotel Satara,3,5/25/2011,Sep-10,with family,3,5,1,4,4,2
Ravine Hotel Satara,3,5/19/2011,Feb-11,as a couple,2,3,2,3,3,2
Ravine Hotel Satara,4,4/26/2011,Apr-11,with family,3,5,5,4,5,3
Ravine Hotel Satara,1,4/25/2011,Apr-11,with family,1,5,1,3,4,1
Ravine Hotel Satara,2,04-07-2011,Mar-11,as a couple,2,5,1,2,2,1
Ravine Hotel Satara,4,3/21/2011,Mar-11,as a couple,3,5,4,4,4,4
Ravine Hotel Satara,5,03-10-2011,Dec-10,as a couple,4,5,4,5,5,5
Ravine Hotel Satara,4,2/25/2011,Dec-10,as a couple,5,5,4,4,4,4
Ravine Hotel Satara,3,02-07-2011,Feb-11,with family,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,1,1/18/2011,Oct-10,with friends,1,4,2,2,1,1
Ravine Hotel Satara,2,01-12-2011,Jan-11,as a couple,1,4,2,1,2,1
Ravine Hotel Satara,1,12/19/2010,Nov-10,with family,1,3,3,3,1,1
Ravine Hotel Satara,4,12/14/2010,Dec-10,with family,4,5,4,4,4,3
Ravine Hotel Satara,1,12/13/2010,Dec-10,with family,1,5,1,2,2,1
Ravine Hotel Satara,5,12-09-2010,Nov-10,with family,5,5,5,5,5,5
Ravine Hotel Satara,4,11/27/2010,Aug-10,as a couple,3,5,4,5,5,3
Ravine Hotel Satara,4,11-05-2010,Jan-10,with family,4,3,4,4,4,3
Ravine Hotel Satara,5,9/27/2010,Sep-10,as a couple,4,5,4,4,5,5
Ravine Hotel Satara,3,9/18/2010,Sep-10,with family,3,5,2,3,4,2
Ravine Hotel Satara,3,7/30/2010,Jul-10,as a couple,3,5,1,4,3,4
Ravine Hotel Satara,4,6/22/2010,Jun-10,with family,4,4,4,3,4,3
Ravine Hotel Satara,4,06-08-2010,Jun-09,as a couple,4,4,3,3,4,3
Ravine Hotel Satara,5,4/24/2010,Apr-10,as a couple,5,5,5,5,3,4
Ravine Hotel Satara,4,3/31/2010,Mar-10,with family,4,5,5,4,3,3
Ravine Hotel Satara,3,3/24/2010,Jul-09,on business,4,4,3,3,3,4
Ravine Hotel Satara,5,3/15/2010,Jul-07,as a couple,5,5,5,5,5,5
Ravine Hotel Satara,4,2/25/2010,Feb-10,with family,4,5,NA,4,4,2
Ravine Hotel Satara,5,01-10-2010,Dec-09,with friends,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,4,01-01-2010,Dec-09,with family,3,5,NA,4,4,4
Ravine Hotel Satara,4,12-06-2009,Feb-08,on business,5,3,NA,3,5,4
Ravine Hotel Satara,4,12-03-2009,May-06,NA,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,4,11/20/2009,Oct-09,with friends,4,5,NA,5,4,4
Ravine Hotel Satara,5,07-12-2009,Jun-09,with friends,5,5,NA,5,5,5
Ravine Hotel Satara,3,07-07-2009,Jul-09,with family,4,5,NA,3,3,3
Ravine Hotel Satara,5,06-01-2009,Mar-09,NA,3,5,NA,5,5,3
Ravine Hotel Satara,1,5/21/2009,May-09,with family,1,3,NA,2,3,1
Ravine Hotel Satara,4,5/16/2009,Jan-09,with family,4,3,NA,4,4,4
Ravine Hotel Satara,4,05-08-2009,Jun-07,with family,4,4,NA,4,3,3
Ravine Hotel Satara,1,05-04-2009,May-09,with family,1,2,NA,1,1,1
Ravine Hotel Satara,3,4/21/2009,Jun-06,with friends,3,3,NA,2,2,4
Ravine Hotel Satara,1,4/14/2009,Apr-09,with family,1,4,NA,1,1,2
Ravine Hotel Satara,5,03-07-2009,Jun-08,solo,5,5,NA,5,5,5
Ravine Hotel Satara,1,1/30/2009,Jan-09,with family,1,1,NA,1,1,1
Ravine Hotel Satara,4,1/28/2009,NA,NA,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,1,9/18/2008,Sep-08,NA,NA,NA,NA,NA,NA,NA
Ravine Hotel Satara,1,2/22/2007,Feb-07,with family,1,3,NA,1,2,1
Ravine Hotel Satara,5,09-12-2006,Jan-06,as a couple,4,5,NA,5,4,5
Ravine Hotel Satara,5,1/15/2006,Dec-05,NA,NA,NA,NA,4,4,2
Ravine Hotel Satara,5,02-03-2005,NA,NA,NA,NA,NA,NA,NA,NA
RTDC Hotel Vinayak Ranthambore_National_Park,5,10/30/2014,Oct-14,with family,4,NA,4,NA,NA,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,10/26/2014,Oct-14,with family,NA,NA,4,NA,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,10/26/2014,Oct-14,NA,3,5,NA,3,3,5
RTDC Hotel Vinayak Ranthambore_National_Park,3,10-09-2014,Oct-14,as a couple,NA,3,4,NA,NA,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,09-06-2014,May-14,with friends,NA,NA,NA,NA,NA,NA
RTDC Hotel Vinayak Ranthambore_National_Park,4,8/26/2014,Jun-14,with family,4,NA,NA,4,NA,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,6/29/2014,Jun-14,with friends,4,5,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,6/28/2014,Jun-14,with family,4,5,5,4,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,6/23/2014,May-14,as a couple,5,5,5,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,6/17/2014,Jan-14,with family,4,4,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,5/28/2014,Apr-14,as a couple,4,3,3,3,3,2
RTDC Hotel Vinayak Ranthambore_National_Park,4,05-11-2014,May-14,as a couple,5,4,5,4,5,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,4/29/2014,Apr-14,with friends,5,3,4,3,5,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,4/17/2014,Apr-14,as a couple,NA,NA,NA,NA,NA,NA
RTDC Hotel Vinayak Ranthambore_National_Park,4,4/15/2014,Apr-14,with family,5,5,4,5,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,04-11-2014,Apr-14,solo,5,4,4,3,4,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,04-05-2014,Apr-14,with family,4,4,3,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,04-03-2014,Jan-14,with friends,4,3,2,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,2/27/2014,Feb-14,with family,4,5,5,5,5,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,02-11-2014,Jan-14,with friends,4,5,4,4,3,5
RTDC Hotel Vinayak Ranthambore_National_Park,5,1/30/2014,Jan-14,with friends,5,4,5,4,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,3,1/28/2014,Jan-14,with family,4,4,4,3,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,3,1/18/2014,Nov-13,as a couple,4,3,3,3,2,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,01-10-2014,Dec-13,with family,4,4,3,4,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,01-05-2014,Jan-14,with family,5,5,3,4,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,12/26/2013,Dec-13,as a couple,4,4,3,3,NA,4
RTDC Hotel Vinayak Ranthambore_National_Park,5,12/21/2013,Dec-13,as a couple,5,5,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,12/17/2013,Nov-13,with family,3,1,3,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,3,12-12-2013,Nov-13,with family,3,4,3,3,5,3
RTDC Hotel Vinayak Ranthambore_National_Park,1,11/13/2013,Nov-13,with family,1,5,3,1,5,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,10/30/2013,Jan-13,with family,4,5,4,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,10/17/2013,Oct-13,with family,4,5,4,5,5,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,10/15/2013,Oct-13,with family,4,4,3,2,2,2
RTDC Hotel Vinayak Ranthambore_National_Park,2,10-09-2013,Oct-13,with family,2,4,1,2,2,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,8/17/2013,Nov-12,with family,4,5,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,07-08-2013,Oct-12,with family,5,5,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,07-06-2013,Jun-13,as a couple,4,5,4,3,3,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,6/16/2013,Jun-13,as a couple,5,5,5,4,5,5
RTDC Hotel Vinayak Ranthambore_National_Park,5,06-03-2013,Dec-12,with friends,5,5,5,5,5,5
RTDC Hotel Vinayak Ranthambore_National_Park,1,5/25/2013,May-13,with friends,1,5,4,4,4,1
RTDC Hotel Vinayak Ranthambore_National_Park,4,04-09-2013,Apr-13,with family,5,4,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,04-01-2013,Mar-13,with family,4,4,4,3,3,5
RTDC Hotel Vinayak Ranthambore_National_Park,5,3/21/2013,Sep-12,with friends,5,5,4,5,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,03-06-2013,Feb-13,as a couple,4,5,3,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,1/26/2013,Nov-12,as a couple,5,3,3,3,3,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,1/19/2013,Dec-12,with family,4,4,3,3,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,01-10-2013,Jan-13,as a couple,4,5,4,3,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,01-09-2013,Dec-12,with family,4,4,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,1,01-08-2013,Dec-12,with family,2,3,1,1,1,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,01-06-2013,Jan-13,with family,5,5,4,4,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,3,12/13/2012,Dec-12,solo,4,5,4,3,4,3
RTDC Hotel Vinayak Ranthambore_National_Park,2,11/21/2012,Nov-12,with family,2,3,2,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,9/26/2012,Apr-12,with family,5,5,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,5,8/30/2012,Dec-11,with family,4,5,5,5,5,3
RTDC Hotel Vinayak Ranthambore_National_Park,1,7/30/2012,Jun-12,as a couple,1,3,2,2,2,1
RTDC Hotel Vinayak Ranthambore_National_Park,4,06-06-2012,May-12,on business,4,5,4,4,4,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,4/18/2012,Apr-12,with family,5,4,4,4,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,3,03-06-2012,Mar-12,with friends,4,5,4,4,4,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,03-01-2012,Feb-12,with friends,5,4,4,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,3,2/24/2012,Feb-12,with family,5,4,2,2,3,4
RTDC Hotel Vinayak Ranthambore_National_Park,5,1/14/2012,Feb-11,with family,5,5,5,5,5,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,01-07-2012,Dec-11,as a couple,5,5,3,4,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,11/26/2011,Nov-11,NA,4,3,NA,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,11/13/2011,Nov-11,with family,3,4,3,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,10/23/2011,Oct-11,as a couple,4,5,3,3,3,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,10/20/2011,Sep-11,with family,5,5,4,5,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,10-09-2011,Oct-11,with family,3,4,3,3,4,3
RTDC Hotel Vinayak Ranthambore_National_Park,5,8/27/2011,Jun-11,solo,5,NA,4,NA,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,7/18/2011,May-11,with family,4,NA,4,NA,5,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,7/18/2011,Jun-11,with friends,5,NA,5,NA,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,07-10-2011,May-11,with friends,4,NA,4,NA,3,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,06-10-2011,May-11,with family,NA,NA,2,NA,NA,3
RTDC Hotel Vinayak Ranthambore_National_Park,3,06-03-2011,May-11,with friends,1,NA,1,NA,1,1
RTDC Hotel Vinayak Ranthambore_National_Park,4,03-12-2011,Feb-11,with family,5,5,3,3,3,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,12/23/2010,Dec-10,with family,4,4,4,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,12-07-2010,Dec-10,with family,5,5,3,4,4,3
RTDC Hotel Vinayak Ranthambore_National_Park,1,11/22/2010,Oct-10,NA,1,4,1,1,2,3
RTDC Hotel Vinayak Ranthambore_National_Park,3,11/18/2010,Nov-10,as a couple,5,4,3,3,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,10/28/2010,Sep-10,as a couple,5,5,5,5,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,3,06-11-2010,Dec-08,as a couple,4,4,3,3,3,2
RTDC Hotel Vinayak Ranthambore_National_Park,5,04-10-2010,Mar-10,NA,5,5,4,5,5,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,04-05-2010,Feb-10,as a couple,4,3,3,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,3/18/2010,Sep-07,with friends,4,4,3,3,2,2
RTDC Hotel Vinayak Ranthambore_National_Park,3,12/14/2009,Dec-09,as a couple,4,4,NA,4,4,3
Sneha Hotel & Resort Dhenkanal,4,10/19/2013,Jun-13,NA,5,4,NA,4,5,5
Sneha Hotel & Resort Dhenkanal,4,9/14/2013,Sep-13,on business,5,5,4,5,5,5
Sneha Hotel & Resort Dhenkanal,5,6/20/2013,Jun-13,with family,5,4,4,5,4,5
Sneha Hotel & Resort Dhenkanal,5,02-08-2013,Jan-13,with family,4,4,4,4,5,5
Sneha Hotel & Resort Dhenkanal,5,12/19/2012,Nov-12,solo,5,4,NA,5,5,4
Sri Leela Bhavan Hotel Hyderabad,4,3/23/2010,Feb-10,as a couple,NA,NA,NA,NA,NA,NA
Trishul Hotel Tiruvannamalai,3,3/28/2014,Mar-14,solo,3,4,3,3,3,3
Trishul Hotel Tiruvannamalai,5,03-08-2014,Oct-13,with family,5,5,5,5,5,5
Trishul Hotel Tiruvannamalai,4,1/16/2014,Jan-14,as a couple,4,4,4,4,4,4
Trishul Hotel Tiruvannamalai,4,09-05-2013,Feb-13,as a couple,3,5,4,4,4,4
Urumbi Hill Palace Plantation Resort Idukki,4,10/18/2013,Oct-13,with family,4,5,4,4,4,4
Urumbi Hill Palace Plantation Resort Idukki,5,8/26/2013,Jul-13,with family,4,5,5,5,5,5
Urumbi Hill Palace Plantation Resort Idukki,5,10/28/2009,Oct-09,on business,5,5,NA,4,5,5
